donor	method	state
NA18853	T1K-four-field	complete
NA18853	full:DogoHLA	complete
NA18853	full:DogoHLA-no-graph	complete
NA18853	hprc:DogoHLA	complete
NA18853	hprc:DogoHLA-no-graph	complete
NA18853	asian_matched:DogoHLA	complete
NA18853	asian_matched:DogoHLA-no-graph	complete
NA18854	SpecHLA-IPD365-noFreq	complete
NA18854	T1K-four-field	complete
NA18854	full:DogoHLA	complete
NA18854	full:DogoHLA-no-graph	complete
NA18854	hprc:DogoHLA	complete
NA18854	hprc:DogoHLA-no-graph	complete
NA18854	asian_matched:DogoHLA	complete
NA18854	asian_matched:DogoHLA-no-graph	complete
NA18855	SpecHLA-IPD365-noFreq	complete
NA18855	T1K-four-field	complete
NA18855	full:DogoHLA	complete
NA18855	full:DogoHLA-no-graph	complete
NA18855	hprc:DogoHLA	complete
NA18855	hprc:DogoHLA-no-graph	complete
NA18855	asian_matched:DogoHLA	complete
NA18855	asian_matched:DogoHLA-no-graph	complete
NA18856	SpecHLA-IPD365-noFreq	complete
NA18856	T1K-four-field	complete
NA18856	full:DogoHLA	complete
NA18856	full:DogoHLA-no-graph	complete
NA18856	hprc:DogoHLA	complete
NA18856	hprc:DogoHLA-no-graph	complete
NA18856	asian_matched:DogoHLA	complete
NA18856	asian_matched:DogoHLA-no-graph	complete
NA18857	SpecHLA-IPD365-noFreq	complete
NA18857	T1K-four-field	complete
NA18857	full:DogoHLA	complete
NA18857	full:DogoHLA-no-graph	complete
NA18857	hprc:DogoHLA	complete
NA18857	hprc:DogoHLA-no-graph	complete
NA18857	asian_matched:DogoHLA	complete
NA18857	asian_matched:DogoHLA-no-graph	complete
NA18858	SpecHLA-IPD365-noFreq	complete
NA18858	T1K-four-field	complete
NA18858	full:DogoHLA	complete
NA18858	full:DogoHLA-no-graph	complete
NA18858	hprc:DogoHLA	complete
NA18858	hprc:DogoHLA-no-graph	complete
NA18858	asian_matched:DogoHLA	complete
NA18858	asian_matched:DogoHLA-no-graph	complete
NA18859	SpecHLA-IPD365-noFreq	complete
NA18859	T1K-four-field	complete
NA18859	full:DogoHLA	complete
NA18859	full:DogoHLA-no-graph	complete
NA18859	hprc:DogoHLA	complete
NA18859	hprc:DogoHLA-no-graph	complete
NA18859	asian_matched:DogoHLA	complete
NA18859	asian_matched:DogoHLA-no-graph	complete
NA18860	SpecHLA-IPD365-noFreq	complete
NA18860	T1K-four-field	complete
NA18860	full:DogoHLA	complete
NA18860	full:DogoHLA-no-graph	complete
NA18860	hprc:DogoHLA	complete
NA18860	hprc:DogoHLA-no-graph	complete
NA18860	asian_matched:DogoHLA	complete
NA18860	asian_matched:DogoHLA-no-graph	complete
NA18861	SpecHLA-IPD365-noFreq	complete
NA18861	T1K-four-field	complete
NA18861	full:DogoHLA	complete
NA18861	full:DogoHLA-no-graph	complete
NA18861	hprc:DogoHLA	complete
NA18861	hprc:DogoHLA-no-graph	complete
NA18861	asian_matched:DogoHLA	complete
NA18861	asian_matched:DogoHLA-no-graph	complete
NA18862	SpecHLA-IPD365-noFreq	complete
NA18862	T1K-four-field	complete
NA18862	full:DogoHLA	complete
NA18862	full:DogoHLA-no-graph	complete
NA18862	hprc:DogoHLA	complete
NA18862	hprc:DogoHLA-no-graph	complete
NA18862	asian_matched:DogoHLA	complete
NA18862	asian_matched:DogoHLA-no-graph	complete
NA18863	SpecHLA-IPD365-noFreq	complete
NA18863	T1K-four-field	complete
NA18863	full:DogoHLA	complete
NA18863	full:DogoHLA-no-graph	complete
NA18863	hprc:DogoHLA	complete
NA18863	hprc:DogoHLA-no-graph	complete
NA18863	asian_matched:DogoHLA	complete
NA18863	asian_matched:DogoHLA-no-graph	complete
NA18870	SpecHLA-IPD365-noFreq	complete
NA18870	T1K-four-field	complete
NA18870	full:DogoHLA	complete
NA18870	full:DogoHLA-no-graph	complete
NA18870	hprc:DogoHLA	complete
NA18870	hprc:DogoHLA-no-graph	complete
NA18870	asian_matched:DogoHLA	complete
NA18870	asian_matched:DogoHLA-no-graph	complete
NA18871	SpecHLA-IPD365-noFreq	complete
NA18871	T1K-four-field	complete
NA18871	full:DogoHLA	complete
NA18871	full:DogoHLA-no-graph	complete
NA18871	hprc:DogoHLA	complete
NA18871	hprc:DogoHLA-no-graph	complete
NA18871	asian_matched:DogoHLA	complete
NA18871	asian_matched:DogoHLA-no-graph	complete
NA18872	SpecHLA-IPD365-noFreq	complete
NA18872	T1K-four-field	complete
NA18872	full:DogoHLA	complete
NA18872	full:DogoHLA-no-graph	complete
NA18872	hprc:DogoHLA	complete
NA18872	hprc:DogoHLA-no-graph	complete
NA18872	asian_matched:DogoHLA	complete
NA18872	asian_matched:DogoHLA-no-graph	complete
NA18912	SpecHLA-IPD365-noFreq	complete
NA18912	T1K-four-field	complete
NA18912	full:DogoHLA	complete
NA18912	full:DogoHLA-no-graph	complete
NA18912	hprc:DogoHLA	complete
NA18912	hprc:DogoHLA-no-graph	complete
NA18912	asian_matched:DogoHLA	complete
NA18912	asian_matched:DogoHLA-no-graph	complete
NA18913	SpecHLA-IPD365-noFreq	complete
NA18913	T1K-four-field	complete
NA18913	full:DogoHLA	complete
NA18913	full:DogoHLA-no-graph	complete
NA18913	hprc:DogoHLA	complete
NA18913	hprc:DogoHLA-no-graph	complete
NA18913	asian_matched:DogoHLA	complete
NA18913	asian_matched:DogoHLA-no-graph	complete
NA18914	SpecHLA-IPD365-noFreq	complete
NA18914	T1K-four-field	complete
NA18914	full:DogoHLA	complete
NA18914	full:DogoHLA-no-graph	complete
NA18914	hprc:DogoHLA	complete
NA18914	hprc:DogoHLA-no-graph	complete
NA18914	asian_matched:DogoHLA	complete
NA18914	asian_matched:DogoHLA-no-graph	complete
NA18939	SpecHLA-IPD365-noFreq	complete
NA18939	T1K-four-field	complete
NA18939	full:DogoHLA	complete
NA18939	full:DogoHLA-no-graph	complete
NA18939	hprc:DogoHLA	complete
NA18939	hprc:DogoHLA-no-graph	complete
NA18939	asian_matched:DogoHLA	complete
NA18939	asian_matched:DogoHLA-no-graph	complete
NA18941	SpecHLA-IPD365-noFreq	complete
NA18941	T1K-four-field	complete
NA18941	full:DogoHLA	complete
NA18941	full:DogoHLA-no-graph	complete
NA18941	hprc:DogoHLA	complete
NA18941	hprc:DogoHLA-no-graph	complete
NA18941	asian_matched:DogoHLA	complete
NA18941	asian_matched:DogoHLA-no-graph	complete
NA18942	SpecHLA-IPD365-noFreq	complete
NA18942	T1K-four-field	complete
NA18942	full:DogoHLA	complete
NA18942	full:DogoHLA-no-graph	complete
NA18942	hprc:DogoHLA	complete
NA18942	hprc:DogoHLA-no-graph	complete
NA18942	asian_matched:DogoHLA	complete
NA18942	asian_matched:DogoHLA-no-graph	complete
NA18946	SpecHLA-IPD365-noFreq	complete
NA18946	T1K-four-field	complete
NA18946	full:DogoHLA	complete
NA18946	full:DogoHLA-no-graph	complete
NA18946	hprc:DogoHLA	complete
NA18946	hprc:DogoHLA-no-graph	complete
NA18946	asian_matched:DogoHLA	complete
NA18946	asian_matched:DogoHLA-no-graph	complete
NA18947	SpecHLA-IPD365-noFreq	complete
NA18947	T1K-four-field	complete
NA18947	full:DogoHLA	complete
NA18947	full:DogoHLA-no-graph	complete
NA18947	hprc:DogoHLA	complete
NA18947	hprc:DogoHLA-no-graph	complete
NA18947	asian_matched:DogoHLA	complete
NA18947	asian_matched:DogoHLA-no-graph	complete
NA18949	SpecHLA-IPD365-noFreq	complete
NA18949	T1K-four-field	complete
NA18949	full:DogoHLA	complete
NA18949	full:DogoHLA-no-graph	complete
NA18949	hprc:DogoHLA	complete
NA18949	hprc:DogoHLA-no-graph	complete
NA18949	asian_matched:DogoHLA	complete
NA18949	asian_matched:DogoHLA-no-graph	complete
NA18951	SpecHLA-IPD365-noFreq	complete
NA18951	T1K-four-field	complete
NA18951	full:DogoHLA	complete
NA18951	full:DogoHLA-no-graph	complete
NA18951	hprc:DogoHLA	complete
NA18951	hprc:DogoHLA-no-graph	complete
NA18951	asian_matched:DogoHLA	complete
NA18951	asian_matched:DogoHLA-no-graph	complete
NA18953	SpecHLA-IPD365-noFreq	complete
NA18953	T1K-four-field	complete
NA18953	full:DogoHLA	complete
NA18953	full:DogoHLA-no-graph	complete
NA18953	hprc:DogoHLA	complete
NA18953	hprc:DogoHLA-no-graph	complete
NA18953	asian_matched:DogoHLA	complete
NA18953	asian_matched:DogoHLA-no-graph	complete
NA18954	SpecHLA-IPD365-noFreq	complete
NA18954	T1K-four-field	complete
NA18954	full:DogoHLA	complete
NA18954	full:DogoHLA-no-graph	complete
NA18954	hprc:DogoHLA	complete
NA18954	hprc:DogoHLA-no-graph	complete
NA18954	asian_matched:DogoHLA	complete
NA18954	asian_matched:DogoHLA-no-graph	complete
NA18956	SpecHLA-IPD365-noFreq	complete
NA18956	T1K-four-field	complete
NA18956	full:DogoHLA	complete
NA18956	full:DogoHLA-no-graph	complete
NA18956	hprc:DogoHLA	complete
NA18956	hprc:DogoHLA-no-graph	complete
NA18956	asian_matched:DogoHLA	complete
NA18956	asian_matched:DogoHLA-no-graph	complete
NA18957	SpecHLA-IPD365-noFreq	complete
NA18957	T1K-four-field	complete
NA18957	full:DogoHLA	complete
NA18957	full:DogoHLA-no-graph	complete
NA18957	hprc:DogoHLA	complete
NA18957	hprc:DogoHLA-no-graph	complete
NA18957	asian_matched:DogoHLA	complete
NA18957	asian_matched:DogoHLA-no-graph	complete
NA18961	SpecHLA-IPD365-noFreq	complete
NA18961	T1K-four-field	complete
NA18961	full:DogoHLA	complete
NA18961	full:DogoHLA-no-graph	complete
NA18961	hprc:DogoHLA	complete
NA18961	hprc:DogoHLA-no-graph	complete
NA18961	asian_matched:DogoHLA	complete
NA18961	asian_matched:DogoHLA-no-graph	complete
NA18962	SpecHLA-IPD365-noFreq	complete
NA18962	T1K-four-field	complete
NA18962	full:DogoHLA	complete
NA18962	full:DogoHLA-no-graph	complete
NA18962	hprc:DogoHLA	complete
NA18962	hprc:DogoHLA-no-graph	complete
NA18962	asian_matched:DogoHLA	complete
NA18962	asian_matched:DogoHLA-no-graph	complete
NA18963	SpecHLA-IPD365-noFreq	complete
NA18963	T1K-four-field	complete
NA18963	full:DogoHLA	complete
NA18963	full:DogoHLA-no-graph	complete
NA18963	hprc:DogoHLA	complete
NA18963	hprc:DogoHLA-no-graph	complete
NA18963	asian_matched:DogoHLA	complete
NA18963	asian_matched:DogoHLA-no-graph	complete
NA18964	SpecHLA-IPD365-noFreq	complete
NA18964	T1K-four-field	complete
NA18964	full:DogoHLA	complete
NA18964	full:DogoHLA-no-graph	complete
NA18964	hprc:DogoHLA	complete
NA18964	hprc:DogoHLA-no-graph	complete
NA18964	asian_matched:DogoHLA	complete
NA18964	asian_matched:DogoHLA-no-graph	complete
NA18965	SpecHLA-IPD365-noFreq	complete
NA18965	T1K-four-field	complete
NA18965	full:DogoHLA	complete
NA18965	full:DogoHLA-no-graph	complete
NA18965	hprc:DogoHLA	complete
NA18965	hprc:DogoHLA-no-graph	complete
NA18965	asian_matched:DogoHLA	complete
NA18965	asian_matched:DogoHLA-no-graph	complete
NA18966	SpecHLA-IPD365-noFreq	complete
NA18966	T1K-four-field	complete
NA18966	full:DogoHLA	complete
NA18966	full:DogoHLA-no-graph	complete
NA18966	hprc:DogoHLA	complete
NA18966	hprc:DogoHLA-no-graph	complete
NA18966	asian_matched:DogoHLA	complete
NA18966	asian_matched:DogoHLA-no-graph	complete
NA18968	SpecHLA-IPD365-noFreq	complete
NA18968	T1K-four-field	complete
NA18968	full:DogoHLA	complete
NA18968	full:DogoHLA-no-graph	complete
NA18968	hprc:DogoHLA	complete
NA18968	hprc:DogoHLA-no-graph	complete
NA18968	asian_matched:DogoHLA	complete
NA18968	asian_matched:DogoHLA-no-graph	complete
NA18969	SpecHLA-IPD365-noFreq	complete
NA18969	T1K-four-field	complete
NA18969	full:DogoHLA	complete
NA18969	full:DogoHLA-no-graph	complete
NA18969	hprc:DogoHLA	complete
NA18969	hprc:DogoHLA-no-graph	complete
NA18969	asian_matched:DogoHLA	complete
NA18969	asian_matched:DogoHLA-no-graph	complete
NA18972	SpecHLA-IPD365-noFreq	complete
NA18972	T1K-four-field	complete
NA18972	full:DogoHLA	complete
NA18972	full:DogoHLA-no-graph	complete
NA18972	hprc:DogoHLA	complete
NA18972	hprc:DogoHLA-no-graph	complete
NA18972	asian_matched:DogoHLA	complete
NA18972	asian_matched:DogoHLA-no-graph	complete
NA18973	SpecHLA-IPD365-noFreq	complete
NA18973	T1K-four-field	complete
NA18973	full:DogoHLA	complete
NA18973	full:DogoHLA-no-graph	complete
NA18973	hprc:DogoHLA	complete
NA18973	hprc:DogoHLA-no-graph	complete
NA18973	asian_matched:DogoHLA	complete
NA18973	asian_matched:DogoHLA-no-graph	complete
NA18975	SpecHLA-IPD365-noFreq	complete
NA18975	T1K-four-field	complete
NA18975	full:DogoHLA	complete
NA18975	full:DogoHLA-no-graph	complete
NA18975	hprc:DogoHLA	complete
NA18975	hprc:DogoHLA-no-graph	complete
NA18975	asian_matched:DogoHLA	complete
NA18975	asian_matched:DogoHLA-no-graph	complete
NA18977	SpecHLA-IPD365-noFreq	complete
NA18977	T1K-four-field	complete
NA18977	full:DogoHLA	complete
NA18977	full:DogoHLA-no-graph	complete
NA18977	hprc:DogoHLA	complete
NA18977	hprc:DogoHLA-no-graph	complete
NA18977	asian_matched:DogoHLA	complete
NA18977	asian_matched:DogoHLA-no-graph	complete
NA18978	SpecHLA-IPD365-noFreq	complete
NA18978	T1K-four-field	complete
NA18978	full:DogoHLA	complete
NA18978	full:DogoHLA-no-graph	complete
NA18978	hprc:DogoHLA	complete
NA18978	hprc:DogoHLA-no-graph	complete
NA18978	asian_matched:DogoHLA	complete
NA18978	asian_matched:DogoHLA-no-graph	complete
NA18979	SpecHLA-IPD365-noFreq	complete
NA18979	T1K-four-field	complete
NA18979	full:DogoHLA	complete
NA18979	full:DogoHLA-no-graph	complete
NA18979	hprc:DogoHLA	complete
NA18979	hprc:DogoHLA-no-graph	complete
NA18979	asian_matched:DogoHLA	complete
NA18979	asian_matched:DogoHLA-no-graph	complete
NA18980	SpecHLA-IPD365-noFreq	complete
NA18980	T1K-four-field	complete
NA18980	full:DogoHLA	complete
NA18980	full:DogoHLA-no-graph	complete
NA18980	hprc:DogoHLA	complete
NA18980	hprc:DogoHLA-no-graph	complete
NA18980	asian_matched:DogoHLA	complete
NA18980	asian_matched:DogoHLA-no-graph	complete
NA18981	SpecHLA-IPD365-noFreq	complete
NA18981	T1K-four-field	complete
NA18981	full:DogoHLA	complete
NA18981	full:DogoHLA-no-graph	complete
NA18981	hprc:DogoHLA	complete
NA18981	hprc:DogoHLA-no-graph	complete
NA18981	asian_matched:DogoHLA	complete
NA18981	asian_matched:DogoHLA-no-graph	complete
NA18987	SpecHLA-IPD365-noFreq	complete
NA18987	T1K-four-field	complete
NA18987	full:DogoHLA	complete
NA18987	full:DogoHLA-no-graph	complete
NA18987	hprc:DogoHLA	complete
NA18987	hprc:DogoHLA-no-graph	complete
NA18987	asian_matched:DogoHLA	complete
NA18987	asian_matched:DogoHLA-no-graph	complete
NA18991	SpecHLA-IPD365-noFreq	complete
NA18991	T1K-four-field	complete
NA18991	full:DogoHLA	complete
NA18991	full:DogoHLA-no-graph	complete
NA18991	hprc:DogoHLA	complete
NA18991	hprc:DogoHLA-no-graph	complete
NA18991	asian_matched:DogoHLA	complete
NA18991	asian_matched:DogoHLA-no-graph	complete
NA18992	SpecHLA-IPD365-noFreq	complete
NA18992	T1K-four-field	complete
NA18992	full:DogoHLA	complete
NA18992	full:DogoHLA-no-graph	complete
NA18992	hprc:DogoHLA	complete
NA18992	hprc:DogoHLA-no-graph	complete
NA18992	asian_matched:DogoHLA	complete
NA18992	asian_matched:DogoHLA-no-graph	complete
NA18993	SpecHLA-IPD365-noFreq	complete
NA18993	T1K-four-field	complete
NA18993	full:DogoHLA	complete
NA18993	full:DogoHLA-no-graph	complete
NA18993	hprc:DogoHLA	complete
NA18993	hprc:DogoHLA-no-graph	complete
NA18993	asian_matched:DogoHLA	complete
NA18993	asian_matched:DogoHLA-no-graph	complete
NA18994	SpecHLA-IPD365-noFreq	complete
NA18994	T1K-four-field	complete
NA18994	full:DogoHLA	complete
NA18994	full:DogoHLA-no-graph	complete
NA18994	hprc:DogoHLA	complete
NA18994	hprc:DogoHLA-no-graph	complete
NA18994	asian_matched:DogoHLA	complete
NA18994	asian_matched:DogoHLA-no-graph	complete
NA18995	SpecHLA-IPD365-noFreq	complete
NA18995	T1K-four-field	complete
NA18995	full:DogoHLA	complete
NA18995	full:DogoHLA-no-graph	complete
NA18995	hprc:DogoHLA	complete
NA18995	hprc:DogoHLA-no-graph	complete
NA18995	asian_matched:DogoHLA	complete
NA18995	asian_matched:DogoHLA-no-graph	complete
NA18997	SpecHLA-IPD365-noFreq	complete
NA18997	T1K-four-field	complete
NA18997	full:DogoHLA	complete
NA18997	full:DogoHLA-no-graph	complete
NA18997	hprc:DogoHLA	complete
NA18997	hprc:DogoHLA-no-graph	complete
NA18997	asian_matched:DogoHLA	complete
NA18997	asian_matched:DogoHLA-no-graph	complete
NA18998	SpecHLA-IPD365-noFreq	complete
NA18998	T1K-four-field	complete
NA18998	full:DogoHLA	complete
NA18998	full:DogoHLA-no-graph	complete
NA18998	hprc:DogoHLA	complete
NA18998	hprc:DogoHLA-no-graph	complete
NA18998	asian_matched:DogoHLA	complete
NA18998	asian_matched:DogoHLA-no-graph	complete
NA18999	SpecHLA-IPD365-noFreq	complete
NA18999	T1K-four-field	complete
NA18999	full:DogoHLA	complete
NA18999	full:DogoHLA-no-graph	complete
NA18999	hprc:DogoHLA	complete
NA18999	hprc:DogoHLA-no-graph	complete
NA18999	asian_matched:DogoHLA	complete
NA18999	asian_matched:DogoHLA-no-graph	complete
NA19000	SpecHLA-IPD365-noFreq	complete
NA19000	T1K-four-field	complete
NA19000	full:DogoHLA	complete
NA19000	full:DogoHLA-no-graph	complete
NA19000	hprc:DogoHLA	complete
NA19000	hprc:DogoHLA-no-graph	complete
NA19000	asian_matched:DogoHLA	complete
NA19000	asian_matched:DogoHLA-no-graph	complete
NA19001	SpecHLA-IPD365-noFreq	complete
NA19001	T1K-four-field	complete
NA19001	full:DogoHLA	complete
NA19001	full:DogoHLA-no-graph	complete
NA19001	hprc:DogoHLA	complete
NA19001	hprc:DogoHLA-no-graph	complete
NA19001	asian_matched:DogoHLA	complete
NA19001	asian_matched:DogoHLA-no-graph	complete
NA19002	SpecHLA-IPD365-noFreq	complete
NA19002	T1K-four-field	complete
NA19002	full:DogoHLA	complete
NA19002	full:DogoHLA-no-graph	complete
NA19002	hprc:DogoHLA	complete
NA19002	hprc:DogoHLA-no-graph	complete
NA19002	asian_matched:DogoHLA	complete
NA19002	asian_matched:DogoHLA-no-graph	complete
NA19003	SpecHLA-IPD365-noFreq	complete
NA19003	T1K-four-field	complete
NA19003	full:DogoHLA	complete
NA19003	full:DogoHLA-no-graph	complete
NA19003	hprc:DogoHLA	complete
NA19003	hprc:DogoHLA-no-graph	complete
NA19003	asian_matched:DogoHLA	complete
NA19003	asian_matched:DogoHLA-no-graph	complete
NA19005	SpecHLA-IPD365-noFreq	complete
NA19005	T1K-four-field	complete
NA19005	full:DogoHLA	complete
NA19005	full:DogoHLA-no-graph	complete
NA19005	hprc:DogoHLA	complete
NA19005	hprc:DogoHLA-no-graph	complete
NA19005	asian_matched:DogoHLA	complete
NA19005	asian_matched:DogoHLA-no-graph	complete
NA19009	SpecHLA-IPD365-noFreq	complete
NA19009	T1K-four-field	complete
NA19009	full:DogoHLA	complete
NA19009	full:DogoHLA-no-graph	complete
NA19009	hprc:DogoHLA	complete
NA19009	hprc:DogoHLA-no-graph	complete
NA19009	asian_matched:DogoHLA	complete
NA19009	asian_matched:DogoHLA-no-graph	complete
NA19010	SpecHLA-IPD365-noFreq	complete
NA19010	T1K-four-field	complete
NA19010	full:DogoHLA	complete
NA19010	full:DogoHLA-no-graph	complete
NA19010	hprc:DogoHLA	complete
NA19010	hprc:DogoHLA-no-graph	complete
NA19010	asian_matched:DogoHLA	complete
NA19010	asian_matched:DogoHLA-no-graph	complete
NA19012	SpecHLA-IPD365-noFreq	complete
NA19012	T1K-four-field	complete
NA19012	full:DogoHLA	complete
NA19012	full:DogoHLA-no-graph	complete
NA19012	hprc:DogoHLA	complete
NA19012	hprc:DogoHLA-no-graph	complete
NA19012	asian_matched:DogoHLA	complete
NA19012	asian_matched:DogoHLA-no-graph	complete
NA19027	SpecHLA-IPD365-noFreq	complete
NA19027	T1K-four-field	complete
NA19027	full:DogoHLA	complete
NA19027	full:DogoHLA-no-graph	complete
NA19027	hprc:DogoHLA	complete
NA19027	hprc:DogoHLA-no-graph	complete
NA19027	asian_matched:DogoHLA	complete
NA19027	asian_matched:DogoHLA-no-graph	complete
NA19028	SpecHLA-IPD365-noFreq	complete
NA19028	T1K-four-field	complete
NA19028	full:DogoHLA	complete
NA19028	full:DogoHLA-no-graph	complete
NA19028	hprc:DogoHLA	complete
NA19028	hprc:DogoHLA-no-graph	complete
NA19028	asian_matched:DogoHLA	complete
NA19028	asian_matched:DogoHLA-no-graph	complete
NA19031	SpecHLA-IPD365-noFreq	complete
NA19031	T1K-four-field	complete
NA19031	full:DogoHLA	complete
NA19031	full:DogoHLA-no-graph	complete
NA19031	hprc:DogoHLA	complete
NA19031	hprc:DogoHLA-no-graph	complete
NA19031	asian_matched:DogoHLA	complete
NA19031	asian_matched:DogoHLA-no-graph	complete
NA19035	SpecHLA-IPD365-noFreq	complete
NA19035	T1K-four-field	complete
NA19035	full:DogoHLA	complete
NA19035	full:DogoHLA-no-graph	complete
NA19035	hprc:DogoHLA	complete
NA19035	hprc:DogoHLA-no-graph	complete
NA19035	asian_matched:DogoHLA	complete
NA19035	asian_matched:DogoHLA-no-graph	complete
NA19038	SpecHLA-IPD365-noFreq	complete
NA19038	T1K-four-field	complete
NA19038	full:DogoHLA	complete
NA19038	full:DogoHLA-no-graph	complete
NA19038	hprc:DogoHLA	complete
NA19038	hprc:DogoHLA-no-graph	complete
NA19038	asian_matched:DogoHLA	complete
NA19038	asian_matched:DogoHLA-no-graph	complete
NA19041	SpecHLA-IPD365-noFreq	complete
NA19041	T1K-four-field	complete
NA19041	full:DogoHLA	complete
NA19041	full:DogoHLA-no-graph	complete
NA19041	hprc:DogoHLA	complete
NA19041	hprc:DogoHLA-no-graph	complete
NA19041	asian_matched:DogoHLA	complete
NA19041	asian_matched:DogoHLA-no-graph	complete
NA19054	SpecHLA-IPD365-noFreq	complete
NA19054	T1K-four-field	complete
NA19054	full:DogoHLA	complete
NA19054	full:DogoHLA-no-graph	complete
NA19054	hprc:DogoHLA	complete
NA19054	hprc:DogoHLA-no-graph	complete
NA19054	asian_matched:DogoHLA	complete
NA19054	asian_matched:DogoHLA-no-graph	complete
NA19055	SpecHLA-IPD365-noFreq	complete
NA19055	T1K-four-field	complete
NA19055	full:DogoHLA	complete
NA19055	full:DogoHLA-no-graph	complete
NA19055	hprc:DogoHLA	complete
NA19055	hprc:DogoHLA-no-graph	complete
NA19055	asian_matched:DogoHLA	complete
NA19055	asian_matched:DogoHLA-no-graph	complete
NA19056	SpecHLA-IPD365-noFreq	complete
NA19056	T1K-four-field	complete
NA19056	full:DogoHLA	complete
NA19056	full:DogoHLA-no-graph	complete
NA19056	hprc:DogoHLA	complete
NA19056	hprc:DogoHLA-no-graph	complete
NA19056	asian_matched:DogoHLA	complete
NA19056	asian_matched:DogoHLA-no-graph	complete
NA19057	SpecHLA-IPD365-noFreq	complete
NA19057	T1K-four-field	complete
NA19057	full:DogoHLA	complete
NA19057	full:DogoHLA-no-graph	complete
NA19057	hprc:DogoHLA	complete
NA19057	hprc:DogoHLA-no-graph	complete
NA19057	asian_matched:DogoHLA	complete
NA19057	asian_matched:DogoHLA-no-graph	complete
NA19058	SpecHLA-IPD365-noFreq	complete
NA19058	T1K-four-field	complete
NA19058	full:DogoHLA	complete
NA19058	full:DogoHLA-no-graph	complete
NA19058	hprc:DogoHLA	complete
NA19058	hprc:DogoHLA-no-graph	complete
NA19058	asian_matched:DogoHLA	complete
NA19058	asian_matched:DogoHLA-no-graph	complete
NA19059	SpecHLA-IPD365-noFreq	complete
NA19059	T1K-four-field	complete
NA19059	full:DogoHLA	complete
NA19059	full:DogoHLA-no-graph	complete
NA19059	hprc:DogoHLA	complete
NA19059	hprc:DogoHLA-no-graph	complete
NA19059	asian_matched:DogoHLA	complete
NA19059	asian_matched:DogoHLA-no-graph	complete
NA19060	SpecHLA-IPD365-noFreq	complete
NA19060	T1K-four-field	complete
NA19060	full:DogoHLA	complete
NA19060	full:DogoHLA-no-graph	complete
NA19060	hprc:DogoHLA	complete
NA19060	hprc:DogoHLA-no-graph	complete
NA19060	asian_matched:DogoHLA	complete
NA19060	asian_matched:DogoHLA-no-graph	complete
NA19062	SpecHLA-IPD365-noFreq	complete
NA19062	T1K-four-field	complete
NA19062	full:DogoHLA	complete
NA19062	full:DogoHLA-no-graph	complete
NA19062	hprc:DogoHLA	complete
NA19062	hprc:DogoHLA-no-graph	complete
NA19062	asian_matched:DogoHLA	complete
NA19062	asian_matched:DogoHLA-no-graph	complete
NA19063	SpecHLA-IPD365-noFreq	complete
NA19063	T1K-four-field	complete
NA19063	full:DogoHLA	complete
NA19063	full:DogoHLA-no-graph	complete
NA19063	hprc:DogoHLA	complete
NA19063	hprc:DogoHLA-no-graph	complete
NA19063	asian_matched:DogoHLA	complete
NA19063	asian_matched:DogoHLA-no-graph	complete
NA19064	SpecHLA-IPD365-noFreq	complete
NA19064	T1K-four-field	complete
NA19064	full:DogoHLA	complete
NA19064	full:DogoHLA-no-graph	complete
NA19064	hprc:DogoHLA	complete
NA19064	hprc:DogoHLA-no-graph	complete
NA19064	asian_matched:DogoHLA	complete
NA19064	asian_matched:DogoHLA-no-graph	complete
NA19065	SpecHLA-IPD365-noFreq	complete
NA19065	T1K-four-field	complete
NA19065	full:DogoHLA	complete
NA19065	full:DogoHLA-no-graph	complete
NA19065	hprc:DogoHLA	complete
NA19065	hprc:DogoHLA-no-graph	complete
NA19065	asian_matched:DogoHLA	complete
NA19065	asian_matched:DogoHLA-no-graph	complete
NA19067	SpecHLA-IPD365-noFreq	complete
NA19067	T1K-four-field	complete
NA19067	full:DogoHLA	complete
NA19067	full:DogoHLA-no-graph	complete
NA19067	hprc:DogoHLA	complete
NA19067	hprc:DogoHLA-no-graph	complete
NA19067	asian_matched:DogoHLA	complete
NA19067	asian_matched:DogoHLA-no-graph	complete
NA19068	SpecHLA-IPD365-noFreq	complete
NA19068	T1K-four-field	complete
NA19068	full:DogoHLA	complete
NA19068	full:DogoHLA-no-graph	complete
NA19068	hprc:DogoHLA	complete
NA19068	hprc:DogoHLA-no-graph	complete
NA19068	asian_matched:DogoHLA	complete
NA19068	asian_matched:DogoHLA-no-graph	complete
NA19070	SpecHLA-IPD365-noFreq	complete
NA19070	T1K-four-field	complete
NA19070	full:DogoHLA	complete
NA19070	full:DogoHLA-no-graph	complete
NA19070	hprc:DogoHLA	complete
NA19070	hprc:DogoHLA-no-graph	complete
NA19070	asian_matched:DogoHLA	complete
NA19070	asian_matched:DogoHLA-no-graph	complete
NA19072	SpecHLA-IPD365-noFreq	complete
NA19072	T1K-four-field	complete
NA19072	full:DogoHLA	complete
NA19072	full:DogoHLA-no-graph	complete
NA19072	hprc:DogoHLA	complete
NA19072	hprc:DogoHLA-no-graph	complete
NA19072	asian_matched:DogoHLA	complete
NA19072	asian_matched:DogoHLA-no-graph	complete
NA19074	SpecHLA-IPD365-noFreq	complete
NA19074	T1K-four-field	complete
NA19074	full:DogoHLA	complete
