donor	stratum	population	fold	universe	variant_class	arm	n	site_present	represented	called	correct	nonref_n	nonref_correct
NA21106	SAS	GIH	3	all_truth	small_complex	hprc	17230	14569	14555	14569	14355	4360	4154
NA21106	SAS	GIH	3	all_truth	truth_SV_length	full	64	51	49	50	43	64	43
NA21106	SAS	GIH	3	all_truth	truth_SV_length	hprc	64	63	58	63	52	64	52
NA21106	SAS	GIH	3	shared_sites	ALL	full	70324	70324	70309	70322	70077	14981	14761
NA21106	SAS	GIH	3	shared_sites	ALL	hprc	70324	70324	70305	70324	70067	14981	14755
NA21106	SAS	GIH	3	shared_sites	SNV	full	57915	57915	57915	57915	57852	11200	11150
NA21106	SAS	GIH	3	shared_sites	SNV	hprc	57915	57915	57915	57915	57837	11200	11137
NA21106	SAS	GIH	3	shared_sites	SV_length_site	full	235	235	229	234	214	119	99
NA21106	SAS	GIH	3	shared_sites	SV_length_site	hprc	235	235	228	235	220	119	104
NA21106	SAS	GIH	3	shared_sites	small_complex	full	12174	12174	12165	12173	12011	3662	3512
NA21106	SAS	GIH	3	shared_sites	small_complex	hprc	12174	12174	12162	12174	12010	3662	3514
NA21106	SAS	GIH	3	shared_sites	truth_SV_length	full	51	51	49	50	43	51	43
NA21106	SAS	GIH	3	shared_sites	truth_SV_length	hprc	51	51	48	51	44	51	44
HG02738	SAS	PJL	3	all_truth	ALL	full	97372	79591	79585	79590	78974	21254	17712
HG02738	SAS	PJL	3	all_truth	ALL	hprc	97372	85022	85000	85015	84281	21254	20512
HG02738	SAS	PJL	3	all_truth	SNV	full	79844	65262	65262	65262	64923	15698	13213
HG02738	SAS	PJL	3	all_truth	SNV	hprc	79844	70170	70169	70170	69761	15698	15289
HG02738	SAS	PJL	3	all_truth	SV_length_site	full	298	243	241	243	224	160	105
HG02738	SAS	PJL	3	all_truth	SV_length_site	hprc	298	283	273	281	251	160	125
HG02738	SAS	PJL	3	all_truth	small_complex	full	17230	14086	14082	14085	13827	5396	4394
HG02738	SAS	PJL	3	all_truth	small_complex	hprc	17230	14569	14558	14564	14269	5396	5098
HG02738	SAS	PJL	3	all_truth	truth_SV_length	full	72	59	57	59	49	72	49
HG02738	SAS	PJL	3	all_truth	truth_SV_length	hprc	72	71	64	70	57	72	57
HG02738	SAS	PJL	3	shared_sites	ALL	full	70324	70324	70318	70323	69708	18280	17708
HG02738	SAS	PJL	3	shared_sites	ALL	hprc	70324	70324	70315	70319	69795	18280	17808
HG02738	SAS	PJL	3	shared_sites	SNV	full	57915	57915	57915	57915	57576	13522	13209
HG02738	SAS	PJL	3	shared_sites	SNV	hprc	57915	57915	57915	57915	57631	13522	13278
HG02738	SAS	PJL	3	shared_sites	SV_length_site	full	235	235	233	235	216	124	105
HG02738	SAS	PJL	3	shared_sites	SV_length_site	hprc	235	235	231	233	215	124	104
HG02738	SAS	PJL	3	shared_sites	small_complex	full	12174	12174	12170	12173	11916	4634	4394
HG02738	SAS	PJL	3	shared_sites	small_complex	hprc	12174	12174	12169	12171	11949	4634	4426
HG02738	SAS	PJL	3	shared_sites	truth_SV_length	full	59	59	57	59	49	59	49
HG02738	SAS	PJL	3	shared_sites	truth_SV_length	hprc	59	59	55	58	50	59	50
HG03688	SAS	STU	3	all_truth	ALL	full	97372	79591	79580	79591	79080	21970	18358
HG03688	SAS	STU	3	all_truth	ALL	hprc	97372	85022	85002	85020	84314	21970	21250
HG03688	SAS	STU	3	all_truth	SNV	full	79844	65262	65262	65262	65015	16190	13626
HG03688	SAS	STU	3	all_truth	SNV	hprc	79844	70170	70169	70170	69828	16190	15825
HG03688	SAS	STU	3	all_truth	SV_length_site	full	298	243	236	243	217	169	114
HG03688	SAS	STU	3	all_truth	SV_length_site	hprc	298	283	271	283	253	169	136
HG03688	SAS	STU	3	all_truth	small_complex	full	17230	14086	14082	14086	13848	5611	4618
HG03688	SAS	STU	3	all_truth	small_complex	hprc	17230	14569	14562	14567	14233	5611	5289
HG03688	SAS	STU	3	all_truth	truth_SV_length	full	83	74	72	74	64	83	64
HG03688	SAS	STU	3	all_truth	truth_SV_length	hprc	83	82	77	82	67	83	67
HG03688	SAS	STU	3	shared_sites	ALL	full	70324	70324	70313	70324	69814	18834	18358
HG03688	SAS	STU	3	shared_sites	ALL	hprc	70324	70324	70311	70322	69765	18834	18315
HG03688	SAS	STU	3	shared_sites	SNV	full	57915	57915	57915	57915	57669	13857	13626
HG03688	SAS	STU	3	shared_sites	SNV	hprc	57915	57915	57915	57915	57637	13857	13598
HG03688	SAS	STU	3	shared_sites	SV_length_site	full	235	235	228	235	209	138	114
HG03688	SAS	STU	3	shared_sites	SV_length_site	hprc	235	235	228	235	213	138	116
HG03688	SAS	STU	3	shared_sites	small_complex	full	12174	12174	12170	12174	11936	4839	4618
HG03688	SAS	STU	3	shared_sites	small_complex	hprc	12174	12174	12168	12172	11915	4839	4601
HG03688	SAS	STU	3	shared_sites	truth_SV_length	full	74	74	72	74	64	74	64
HG03688	SAS	STU	3	shared_sites	truth_SV_length	hprc	74	74	72	74	63	74	63
NA18747	EAS	CHB	4	all_truth	ALL	full	97372	79514	79495	79514	79197	18372	14946
NA18747	EAS	CHB	4	all_truth	ALL	hprc	97372	84420	84384	84419	83928	18372	17828
NA18747	EAS	CHB	4	all_truth	SNV	full	79844	65197	65197	65197	65125	13413	11039
NA18747	EAS	CHB	4	all_truth	SNV	hprc	79844	69641	69640	69641	69489	13413	13198
NA18747	EAS	CHB	4	all_truth	SV_length_site	full	298	243	236	243	217	156	98
NA18747	EAS	CHB	4	all_truth	SV_length_site	hprc	298	282	268	282	236	156	106
NA18747	EAS	CHB	4	all_truth	small_complex	full	17230	14074	14062	14074	13855	4803	3809
NA18747	EAS	CHB	4	all_truth	small_complex	hprc	17230	14497	14476	14496	14203	4803	4524
NA18747	EAS	CHB	4	all_truth	truth_SV_length	full	59	48	47	48	42	59	42
NA18747	EAS	CHB	4	all_truth	truth_SV_length	hprc	59	57	53	57	41	59	41
NA18747	EAS	CHB	4	shared_sites	ALL	full	69753	69753	69734	69753	69439	15190	14934
NA18747	EAS	CHB	4	shared_sites	ALL	hprc	69753	69753	69726	69752	69365	15190	14867
NA18747	EAS	CHB	4	shared_sites	SNV	full	57415	57415	57415	57415	57345	11083	11031
NA18747	EAS	CHB	4	shared_sites	SNV	hprc	57415	57415	57414	57415	57293	11083	10989
NA18747	EAS	CHB	4	shared_sites	SV_length_site	full	234	234	227	234	208	123	98
NA18747	EAS	CHB	4	shared_sites	SV_length_site	hprc	234	234	225	234	202	123	91
NA18747	EAS	CHB	4	shared_sites	small_complex	full	12104	12104	12092	12104	11886	3984	3805
NA18747	EAS	CHB	4	shared_sites	small_complex	hprc	12104	12104	12087	12103	11870	3984	3787
NA18747	EAS	CHB	4	shared_sites	truth_SV_length	full	48	48	47	48	42	48	42
NA18747	EAS	CHB	4	shared_sites	truth_SV_length	hprc	48	48	46	48	36	48	36
HG00609	EAS	CHS	4	all_truth	ALL	full	97372	79514	79501	79514	78992	21151	17248
HG00609	EAS	CHS	4	all_truth	ALL	hprc	97372	84420	84388	84418	83739	21151	20397
HG00609	EAS	CHS	4	all_truth	SNV	full	79844	65197	65197	65197	64962	15578	12774
HG00609	EAS	CHS	4	all_truth	SNV	hprc	79844	69641	69641	69641	69345	15578	15218
HG00609	EAS	CHS	4	all_truth	SV_length_site	full	298	243	237	243	215	167	110
HG00609	EAS	CHS	4	all_truth	SV_length_site	hprc	298	282	268	281	244	167	128
HG00609	EAS	CHS	4	all_truth	small_complex	full	17230	14074	14067	14074	13815	5406	4364
HG00609	EAS	CHS	4	all_truth	small_complex	hprc	17230	14497	14479	14496	14150	5406	5051
HG00609	EAS	CHS	4	all_truth	truth_SV_length	full	81	69	65	69	56	81	56
HG00609	EAS	CHS	4	all_truth	truth_SV_length	hprc	81	80	71	80	63	81	63
HG00609	EAS	CHS	4	shared_sites	ALL	full	69753	69753	69741	69753	69238	17707	17235
HG00609	EAS	CHS	4	shared_sites	ALL	hprc	69753	69753	69734	69752	69268	17707	17242
HG00609	EAS	CHS	4	shared_sites	SNV	full	57415	57415	57415	57415	57186	12978	12764
HG00609	EAS	CHS	4	shared_sites	SNV	hprc	57415	57415	57415	57415	57219	12978	12791
HG00609	EAS	CHS	4	shared_sites	SV_length_site	full	234	234	228	234	206	136	110
HG00609	EAS	CHS	4	shared_sites	SV_length_site	hprc	234	234	226	234	205	136	109
HG00609	EAS	CHS	4	shared_sites	small_complex	full	12104	12104	12098	12104	11846	4593	4361
HG00609	EAS	CHS	4	shared_sites	small_complex	hprc	12104	12104	12093	12103	11844	4593	4342
HG00609	EAS	CHS	4	shared_sites	truth_SV_length	full	69	69	65	69	56	69	56
HG00609	EAS	CHS	4	shared_sites	truth_SV_length	hprc	69	69	64	69	56	69	56
NA19088	EAS	JPT	4	all_truth	ALL	full	97372	79514	79495	79514	79094	23218	19477
NA19088	EAS	JPT	4	all_truth	ALL	hprc	97372	84420	84379	84420	83846	23218	22556
NA19088	EAS	JPT	4	all_truth	SNV	full	79844	65197	65197	65197	65041	17091	14435
NA19088	EAS	JPT	4	all_truth	SNV	hprc	79844	69641	69638	69641	69420	17091	16788
NA19088	EAS	JPT	4	all_truth	SV_length_site	full	298	243	234	243	215	168	109
NA19088	EAS	JPT	4	all_truth	SV_length_site	hprc	298	282	262	282	240	168	124
NA19088	EAS	JPT	4	all_truth	small_complex	full	17230	14074	14064	14074	13838	5959	4933
NA19088	EAS	JPT	4	all_truth	small_complex	hprc	17230	14497	14479	14497	14186	5959	5644
NA19088	EAS	JPT	4	all_truth	truth_SV_length	full	89	77	75	77	67	89	67
NA19088	EAS	JPT	4	all_truth	truth_SV_length	hprc	89	88	80	88	68	89	68
NA19088	EAS	JPT	4	shared_sites	ALL	full	69753	69753	69734	69753	69336	19839	19467
NA19088	EAS	JPT	4	shared_sites	ALL	hprc	69753	69753	69723	69753	69308	19839	19427
NA19088	EAS	JPT	4	shared_sites	SNV	full	57415	57415	57415	57415	57262	14559	14427
NA19088	EAS	JPT	4	shared_sites	SNV	hprc	57415	57415	57412	57415	57240	14559	14395
NA19088	EAS	JPT	4	shared_sites	SV_length_site	full	234	234	225	234	206	136	109
NA19088	EAS	JPT	4	shared_sites	SV_length_site	hprc	234	234	222	234	204	136	107
NA19088	EAS	JPT	4	shared_sites	small_complex	full	12104	12104	12094	12104	11868	5144	4931
NA19088	EAS	JPT	4	shared_sites	small_complex	hprc	12104	12104	12089	12104	11864	5144	4925
NA19088	EAS	JPT	4	shared_sites	truth_SV_length	full	77	77	75	77	67	77	67
NA19088	EAS	JPT	4	shared_sites	truth_SV_length	hprc	77	77	73	77	64	77	64
HG02074	EAS	KHV	4	all_truth	ALL	full	97372	79514	79501	79513	78423	21715	17860
HG02074	EAS	KHV	4	all_truth	ALL	hprc	97372	84420	84386	84419	82914	21715	20101
HG02074	EAS	KHV	4	all_truth	SNV	full	79844	65197	65197	65197	64593	15939	13297
HG02074	EAS	KHV	4	all_truth	SNV	hprc	79844	69641	69641	69641	68836	15939	15033
HG02074	EAS	KHV	4	all_truth	SV_length_site	full	298	243	236	243	219	162	107
HG02074	EAS	KHV	4	all_truth	SV_length_site	hprc	298	282	267	282	243	162	119
HG02074	EAS	KHV	4	all_truth	small_complex	full	17230	14074	14068	14073	13611	5614	4456
HG02074	EAS	KHV	4	all_truth	small_complex	hprc	17230	14497	14478	14496	13835	5614	4949
HG02074	EAS	KHV	4	all_truth	truth_SV_length	full	74	63	59	63	53	74	53
HG02074	EAS	KHV	4	all_truth	truth_SV_length	hprc	74	72	63	72	52	74	52
HG02074	EAS	KHV	4	shared_sites	ALL	full	69753	69753	69740	69752	68665	18805	17787
HG02074	EAS	KHV	4	shared_sites	ALL	hprc	69753	69753	69733	69753	68394	18805	17480
HG02074	EAS	KHV	4	shared_sites	SNV	full	57415	57415	57415	57415	56814	13785	13231
HG02074	EAS	KHV	4	shared_sites	SNV	hprc	57415	57415	57415	57415	56677	13785	13068
HG02074	EAS	KHV	4	shared_sites	SV_length_site	full	234	234	227	234	210	130	106
HG02074	EAS	KHV	4	shared_sites	SV_length_site	hprc	234	234	226	234	205	130	101
HG02074	EAS	KHV	4	shared_sites	small_complex	full	12104	12104	12098	12103	11641	4890	4450
HG02074	EAS	KHV	4	shared_sites	small_complex	hprc	12104	12104	12092	12104	11512	4890	4311
HG02074	EAS	KHV	4	shared_sites	truth_SV_length	full	62	62	58	62	52	62	52
HG02074	EAS	KHV	4	shared_sites	truth_SV_length	hprc	62	62	57	62	47	62	47
HG04157	SAS	BEB	4	all_truth	ALL	full	97372	79514	79491	79513	79065	24348	20219
HG04157	SAS	BEB	4	all_truth	ALL	hprc	97372	84420	84380	84416	83787	24348	23631
HG04157	SAS	BEB	4	all_truth	SNV	full	79844	65197	65196	65197	64987	17996	15041
HG04157	SAS	BEB	4	all_truth	SNV	hprc	79844	69641	69640	69641	69334	17996	17616
HG04157	SAS	BEB	4	all_truth	SV_length_site	full	298	243	230	243	215	167	106
HG04157	SAS	BEB	4	all_truth	SV_length_site	hprc	298	282	261	278	241	167	122
HG04157	SAS	BEB	4	all_truth	small_complex	full	17230	14074	14065	14073	13863	6185	5072
HG04157	SAS	BEB	4	all_truth	small_complex	hprc	17230	14497	14479	14497	14212	6185	5893
HG04157	SAS	BEB	4	all_truth	truth_SV_length	full	89	75	64	75	55	89	55
HG04157	SAS	BEB	4	all_truth	truth_SV_length	hprc	89	87	72	83	60	89	60
HG04157	SAS	BEB	4	shared_sites	ALL	full	69753	69753	69730	69752	69304	20633	20213
HG04157	SAS	BEB	4	shared_sites	ALL	hprc	69753	69753	69722	69749	69273	20633	20173
HG04157	SAS	BEB	4	shared_sites	SNV	full	57415	57415	57414	57415	57205	15231	15035
HG04157	SAS	BEB	4	shared_sites	SNV	hprc	57415	57415	57414	57415	57176	15231	14999
HG04157	SAS	BEB	4	shared_sites	SV_length_site	full	234	234	221	234	206	134	106
HG04157	SAS	BEB	4	shared_sites	SV_length_site	hprc	234	234	221	230	205	134	105
HG04157	SAS	BEB	4	shared_sites	small_complex	full	12104	12104	12095	12103	11893	5268	5072
HG04157	SAS	BEB	4	shared_sites	small_complex	hprc	12104	12104	12087	12104	11892	5268	5069
HG04157	SAS	BEB	4	shared_sites	truth_SV_length	full	75	75	64	75	55	75	55
HG04157	SAS	BEB	4	shared_sites	truth_SV_length	hprc	75	75	64	71	54	75	54
HG03784	SAS	ITU	4	all_truth	ALL	full	97372	79514	79494	79514	78814	20712	17174
HG03784	SAS	ITU	4	all_truth	ALL	hprc	97372	84420	84390	84417	83417	20712	19719
HG03784	SAS	ITU	4	all_truth	SNV	full	79844	65197	65196	65197	64885	15136	12725
HG03784	SAS	ITU	4	all_truth	SNV	hprc	79844	69641	69639	69641	69169	15136	14643
HG03784	SAS	ITU	4	all_truth	SV_length_site	full	298	243	233	243	212	162	99
HG03784	SAS	ITU	4	all_truth	SV_length_site	hprc	298	282	266	281	236	162	114
HG03784	SAS	ITU	4	all_truth	small_complex	full	17230	14074	14065	14074	13717	5414	4350
HG03784	SAS	ITU	4	all_truth	small_complex	hprc	17230	14497	14485	14495	14012	5414	4962
HG03784	SAS	ITU	4	all_truth	truth_SV_length	full	78	66	59	66	47	78	47
HG03784	SAS	ITU	4	all_truth	truth_SV_length	hprc	78	77	67	76	53	78	53
HG03784	SAS	ITU	4	shared_sites	ALL	full	69753	69753	69733	69753	69055	17818	17162
HG03784	SAS	ITU	4	shared_sites	ALL	hprc	69753	69753	69731	69750	68908	17818	17030
HG03784	SAS	ITU	4	shared_sites	SNV	full	57415	57415	57414	57415	57104	13011	12715
HG03784	SAS	ITU	4	shared_sites	SNV	hprc	57415	57415	57414	57415	57010	13011	12631
HG03784	SAS	ITU	4	shared_sites	SV_length_site	full	234	234	224	234	203	129	99
HG03784	SAS	ITU	4	shared_sites	SV_length_site	hprc	234	234	223	233	200	129	96
HG03784	SAS	ITU	4	shared_sites	small_complex	full	12104	12104	12095	12104	11748	4678	4348
HG03784	SAS	ITU	4	shared_sites	small_complex	hprc	12104	12104	12094	12102	11698	4678	4303
HG03784	SAS	ITU	4	shared_sites	truth_SV_length	full	66	66	59	66	47	66	47
HG03784	SAS	ITU	4	shared_sites	truth_SV_length	hprc	66	66	59	65	46	66	46
HG03017	SAS	PJL	4	all_truth	ALL	full	97372	79514	79492	79513	78977	22135	18302
HG03017	SAS	PJL	4	all_truth	ALL	hprc	97372	84420	84299	84419	83359	22135	20621
HG03017	SAS	PJL	4	all_truth	SNV	full	79844	65197	65196	65197	64937	16279	13563
HG03017	SAS	PJL	4	all_truth	SNV	hprc	79844	69641	69633	69641	69121	16279	15346
HG03017	SAS	PJL	4	all_truth	SV_length_site	full	298	243	236	243	215	180	117
HG03017	SAS	PJL	4	all_truth	SV_length_site	hprc	298	282	262	281	233	180	128
HG03017	SAS	PJL	4	all_truth	small_complex	full	17230	14074	14060	14073	13825	5676	4622
HG03017	SAS	PJL	4	all_truth	small_complex	hprc	17230	14497	14404	14497	14005	5676	5147
HG03017	SAS	PJL	4	all_truth	truth_SV_length	full	83	66	64	66	51	83	51
HG03017	SAS	PJL	4	all_truth	truth_SV_length	hprc	83	82	70	81	53	83	53
HG03017	SAS	PJL	4	shared_sites	ALL	full	69753	69753	69731	69752	69219	18329	17835
HG03017	SAS	PJL	4	shared_sites	ALL	hprc	69753	69753	69647	69753	68948	18329	17584
HG03017	SAS	PJL	4	shared_sites	SNV	full	57415	57415	57414	57415	57157	13385	13151
HG03017	SAS	PJL	4	shared_sites	SNV	hprc	57415	57415	57407	57415	57025	13385	13038
HG03017	SAS	PJL	4	shared_sites	SV_length_site	full	234	234	227	234	206	145	117
HG03017	SAS	PJL	4	shared_sites	SV_length_site	hprc	234	234	220	234	201	145	112
HG03017	SAS	PJL	4	shared_sites	small_complex	full	12104	12104	12090	12103	11856	4799	4567
HG03017	SAS	PJL	4	shared_sites	small_complex	hprc	12104	12104	12020	12104	11722	4799	4434
HG03017	SAS	PJL	4	shared_sites	truth_SV_length	full	66	66	64	66	51	66	51
HG03017	SAS	PJL	4	shared_sites	truth_SV_length	hprc	66	66	58	66	47	66	47
HG04204	SAS	STU	4	all_truth	ALL	full	97372	79514	79494	79513	79012	22155	18653
HG04204	SAS	STU	4	all_truth	ALL	hprc	97372	84420	84387	84419	83723	22155	21469
HG04204	SAS	STU	4	all_truth	SNV	full	79844	65197	65195	65197	64961	16270	13844
HG04204	SAS	STU	4	all_truth	SNV	hprc	79844	69641	69639	69641	69308	16270	15925
HG04204	SAS	STU	4	all_truth	SV_length_site	full	298	243	234	243	214	164	103
HG04204	SAS	STU	4	all_truth	SV_length_site	hprc	298	282	266	281	232	164	110
HG04204	SAS	STU	4	all_truth	small_complex	full	17230	14074	14065	14073	13837	5721	4706
HG04204	SAS	STU	4	all_truth	small_complex	hprc	17230	14497	14482	14497	14183	5721	5434
HG04204	SAS	STU	4	all_truth	truth_SV_length	full	79	69	64	69	57	79	57
HG04204	SAS	STU	4	all_truth	truth_SV_length	hprc	79	78	70	77	56	79	56
HG04204	SAS	STU	4	shared_sites	ALL	full	69753	69753	69735	69752	69256	19087	18637
HG04204	SAS	STU	4	shared_sites	ALL	hprc	69753	69753	69730	69753	69223	19087	18689
HG04204	SAS	STU	4	shared_sites	SNV	full	57415	57415	57413	57415	57181	14036	13828
HG04204	SAS	STU	4	shared_sites	SNV	hprc	57415	57415	57413	57415	57156	14036	13859
HG04204	SAS	STU	4	shared_sites	SV_length_site	full	234	234	225	234	205	131	103
HG04204	SAS	STU	4	shared_sites	SV_length_site	hprc	234	234	223	234	196	131	94
HG04204	SAS	STU	4	shared_sites	small_complex	full	12104	12104	12097	12103	11870	4920	4706
HG04204	SAS	STU	4	shared_sites	small_complex	hprc	12104	12104	12094	12104	11871	4920	4736
HG04204	SAS	STU	4	shared_sites	truth_SV_length	full	69	69	64	69	57	69	57
HG04204	SAS	STU	4	shared_sites	truth_SV_length	hprc	69	69	64	69	52	69	52
