donor	ancestry	population	family	gourraud_overlap	matched64	eligibility	cram
NA18923	AFR	YRI	Y033	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239553/NA18923.final.cram
NA18924	AFR	YRI	Y033	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239554/NA18924.final.cram
NA18933	AFR	YRI	Y036	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239555/NA18933.final.cram
NA18934	AFR	YRI	Y036	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239556/NA18934.final.cram
NA19092	AFR	YRI	Y040	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239617/NA19092.final.cram
NA19093	AFR	YRI	Y040	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239422/NA19093.final.cram
NA19095	AFR	YRI	Y041	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239618/NA19095.final.cram
NA19096	AFR	YRI	Y041	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239619/NA19096.final.cram
NA19098	AFR	YRI	Y105	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239423/NA19098.final.cram
NA19099	AFR	YRI	Y105	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239424/NA19099.final.cram
NA19102	AFR	YRI	Y042	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239425/NA19102.final.cram
NA19107	AFR	YRI	Y006	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239620/NA19107.final.cram
NA19108	AFR	YRI	Y006	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239426/NA19108.final.cram
NA19113	AFR	YRI	Y079	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239621/NA19113.final.cram
NA19114	AFR	YRI	Y079	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239427/NA19114.final.cram
NA19116	AFR	YRI	Y060	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239428/NA19116.final.cram
NA19117	AFR	YRI	Y100	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239622/NA19117.final.cram
NA19118	AFR	YRI	Y100	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239623/NA19118.final.cram
NA19119	AFR	YRI	Y060	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239429/NA19119.final.cram
NA19121	AFR	YRI	Y061	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239624/NA19121.final.cram
NA19129	AFR	YRI	Y077	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239430/NA19129.final.cram
NA19130	AFR	YRI	Y101	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239625/NA19130.final.cram
NA19131	AFR	YRI	Y101	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239431/NA19131.final.cram
NA19137	AFR	YRI	Y043	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239432/NA19137.final.cram
NA19138	AFR	YRI	Y043	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239433/NA19138.final.cram
NA19141	AFR	YRI	Y071	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239434/NA19141.final.cram
NA19143	AFR	YRI	Y074	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239435/NA19143.final.cram
NA19144	AFR	YRI	Y074	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239436/NA19144.final.cram
NA19146	AFR	YRI	Y075	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239626/NA19146.final.cram
NA19147	AFR	YRI	Y075	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239437/NA19147.final.cram
NA19149	AFR	YRI	Y073	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239627/NA19149.final.cram
NA19150	AFR	YRI	Y073	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989389/NA19150.final.cram
NA19152	AFR	YRI	Y072	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239438/NA19152.final.cram
NA19153	AFR	YRI	Y072	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239439/NA19153.final.cram
NA19171	AFR	YRI	Y047	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239442/NA19171.final.cram
NA19172	AFR	YRI	Y047	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239443/NA19172.final.cram
NA19175	AFR	YRI	Y044	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239628/NA19175.final.cram
NA19189	AFR	YRI	Y111	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239631/NA19189.final.cram
NA19190	AFR	YRI	Y111	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239444/NA19190.final.cram
NA19197	AFR	YRI	Y035	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239632/NA19197.final.cram
NA19198	AFR	YRI	Y035	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239633/NA19198.final.cram
NA19200	AFR	YRI	Y045	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239445/NA19200.final.cram
NA19201	AFR	YRI	Y045	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239446/NA19201.final.cram
NA19204	AFR	YRI	Y048	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239447/NA19204.final.cram
NA19206	AFR	YRI	Y051	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239448/NA19206.final.cram
NA19207	AFR	YRI	Y051	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239449/NA19207.final.cram
NA19209	AFR	YRI	Y050	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239450/NA19209.final.cram
NA19210	AFR	YRI	Y050	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239451/NA19210.final.cram
NA19213	AFR	YRI	Y110	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239634/NA19213.final.cram
NA19214	AFR	YRI	Y110	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239635/NA19214.final.cram
NA19222	AFR	YRI	Y058	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239892/NA19222.final.cram
NA19223	AFR	YRI	Y058	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239636/NA19223.final.cram
NA19225	AFR	YRI	Y057	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239452/NA19225.final.cram
NA19235	AFR	YRI	Y116	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239637/NA19235.final.cram
NA19236	AFR	YRI	Y116	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239638/NA19236.final.cram
NA19247	AFR	YRI	Y120	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239639/NA19247.final.cram
NA19248	AFR	YRI	Y120	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239640/NA19248.final.cram
NA19256	AFR	YRI	Y092	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239641/NA19256.final.cram
NA19257	AFR	YRI	Y092	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239455/NA19257.final.cram
HG01112	AMR	CLM	CLM03	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241828/HG01112.final.cram
HG01113	AMR	CLM	CLM03	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241829/HG01113.final.cram
HG01119	AMR	CLM	CLM01	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242784/HG01119.final.cram
HG01121	AMR	CLM	CLM02	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242785/HG01121.final.cram
HG01122	AMR	CLM	CLM02	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242786/HG01122.final.cram
HG01124	AMR	CLM	CLM04	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241830/HG01124.final.cram
HG01125	AMR	CLM	CLM04	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241831/HG01125.final.cram
HG01130	AMR	CLM	CLM06	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242787/HG01130.final.cram
HG01131	AMR	CLM	CLM06	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242788/HG01131.final.cram
HG01133	AMR	CLM	CLM07	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241832/HG01133.final.cram
HG01134	AMR	CLM	CLM07	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241833/HG01134.final.cram
HG01136	AMR	CLM	CLM08	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241834/HG01136.final.cram
HG01137	AMR	CLM	CLM08	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241835/HG01137.final.cram
HG01139	AMR	CLM	CLM09	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241836/HG01139.final.cram
HG01140	AMR	CLM	CLM09	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241837/HG01140.final.cram
HG01142	AMR	CLM	CLM10	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242789/HG01142.final.cram
HG01269	AMR	CLM	CLM20	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242790/HG01269.final.cram
HG01271	AMR	CLM	CLM21	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241870/HG01271.final.cram
HG01272	AMR	CLM	CLM21	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241871/HG01272.final.cram
HG01274	AMR	CLM	CLM22	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988865/HG01274.final.cram
HG01275	AMR	CLM	CLM22	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241872/HG01275.final.cram
HG01277	AMR	CLM	CLM23	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241873/HG01277.final.cram
HG01278	AMR	CLM	CLM23	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988867/HG01278.final.cram
HG01280	AMR	CLM	CLM24	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242791/HG01280.final.cram
HG01281	AMR	CLM	CLM24	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242792/HG01281.final.cram
HG01284	AMR	CLM	CLM25	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242793/HG01284.final.cram
HG01341	AMR	CLM	CLM26	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241884/HG01341.final.cram
HG01342	AMR	CLM	CLM26	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241885/HG01342.final.cram
HG01347	AMR	CLM	CLM28	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988871/HG01347.final.cram
HG01348	AMR	CLM	CLM28	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241877/HG01348.final.cram
HG01350	AMR	CLM	CLM29	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241886/HG01350.final.cram
HG01351	AMR	CLM	CLM29	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241887/HG01351.final.cram
HG01353	AMR	CLM	CLM30	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241888/HG01353.final.cram
HG01354	AMR	CLM	CLM30	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241889/HG01354.final.cram
HG01362	AMR	CLM	CLM33	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242794/HG01362.final.cram
HG01363	AMR	CLM	CLM33	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242795/HG01363.final.cram
HG01365	AMR	CLM	CLM34	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241892/HG01365.final.cram
HG01366	AMR	CLM	CLM34	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241893/HG01366.final.cram
HG01369	AMR	CLM	CLM35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242796/HG01369.final.cram
HG01372	AMR	CLM	CLM36	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242797/HG01372.final.cram
HG01374	AMR	CLM	CLM37	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241894/HG01374.final.cram
HG01375	AMR	CLM	CLM37	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241895/HG01375.final.cram
HG01377	AMR	CLM	CLM38	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241880/HG01377.final.cram
HG01378	AMR	CLM	CLM38	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241881/HG01378.final.cram
HG01383	AMR	CLM	CLM40	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241882/HG01383.final.cram
HG01384	AMR	CLM	CLM40	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241883/HG01384.final.cram
HG01389	AMR	CLM	CLM42	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241896/HG01389.final.cram
HG01390	AMR	CLM	CLM42	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241897/HG01390.final.cram
HG01435	AMR	CLM	CLM44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242800/HG01435.final.cram
HG01437	AMR	CLM	CLM45	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241898/HG01437.final.cram
HG01438	AMR	CLM	CLM45	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241899/HG01438.final.cram
HG01440	AMR	CLM	CLM46a	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241900/HG01440.final.cram
HG01441	AMR	CLM	CLM46	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241901/HG01441.final.cram
HG01443	AMR	CLM	CLM47	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242801/HG01443.final.cram
HG01444	AMR	CLM	CLM47	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242802/HG01444.final.cram
HG01447	AMR	CLM	CLM48	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242803/HG01447.final.cram
HG01455	AMR	CLM	CLM51	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241902/HG01455.final.cram
HG01456	AMR	CLM	CLM51	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241903/HG01456.final.cram
HG01459	AMR	CLM	CLM52	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242804/HG01459.final.cram
HG01461	AMR	CLM	CLM53	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241904/HG01461.final.cram
HG01462	AMR	CLM	CLM53	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241905/HG01462.final.cram
HG01464	AMR	CLM	CLM54	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241906/HG01464.final.cram
HG01465	AMR	CLM	CLM54	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241907/HG01465.final.cram
HG01468	AMR	CLM	CLM55	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242805/HG01468.final.cram
HG01474	AMR	CLM	CLM57	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242806/HG01474.final.cram
HG01479	AMR	CLM	CLM59	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242807/HG01479.final.cram
HG01485	AMR	CLM	CLM61	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242808/HG01485.final.cram
HG01486	AMR	CLM	CLM61	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242809/HG01486.final.cram
HG01488	AMR	CLM	CLM62	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241908/HG01488.final.cram
HG01489	AMR	CLM	CLM62	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241909/HG01489.final.cram
HG01491	AMR	CLM	CLM63	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241910/HG01491.final.cram
HG01492	AMR	CLM	CLM63	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241911/HG01492.final.cram
HG01497	AMR	CLM	CLM65	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241914/HG01497.final.cram
HG01498	AMR	CLM	CLM65	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241915/HG01498.final.cram
HG01550	AMR	CLM	CLM66	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241940/HG01550.final.cram
HG01551	AMR	CLM	CLM66	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241941/HG01551.final.cram
HG01556	AMR	CLM	CLM68	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242810/HG01556.final.cram
NA19648	AMR	MXL	m001	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239894/NA19648.final.cram
NA19649	AMR	MXL	m001	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239895/NA19649.final.cram
NA19651	AMR	MXL	m005	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239896/NA19651.final.cram
NA19652	AMR	MXL	m005	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239897/NA19652.final.cram
NA19654	AMR	MXL	m006	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239898/NA19654.final.cram
NA19655	AMR	MXL	m006	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239899/NA19655.final.cram
NA19657	AMR	MXL	m007	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239900/NA19657.final.cram
NA19658	AMR	MXL	m007	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239901/NA19658.final.cram
NA19660	AMR	MXL	m008	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989417/NA19660.final.cram
NA19661	AMR	MXL	m008	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239902/NA19661.final.cram
NA19663	AMR	MXL	m012	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239903/NA19663.final.cram
NA19664	AMR	MXL	m012	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239904/NA19664.final.cram
NA19669	AMR	MXL	m002	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239905/NA19669.final.cram
NA19670	AMR	MXL	m002	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239906/NA19670.final.cram
NA19675	AMR	MXL	m004	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989421/NA19675.final.cram
NA19676	AMR	MXL	m004	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239907/NA19676.final.cram
NA19678	AMR	MXL	m009	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239908/NA19678.final.cram
NA19679	AMR	MXL	m009	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239909/NA19679.final.cram
NA19684	AMR	MXL	m011	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239912/NA19684.final.cram
NA19685	AMR	MXL	m011	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989425/NA19685.final.cram
NA19716	AMR	MXL	m014	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239921/NA19716.final.cram
NA19717	AMR	MXL	m014	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239922/NA19717.final.cram
NA19719	AMR	MXL	m015	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239923/NA19719.final.cram
NA19720	AMR	MXL	m015	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239924/NA19720.final.cram
NA19722	AMR	MXL	m016	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239925/NA19722.final.cram
NA19723	AMR	MXL	m016	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239926/NA19723.final.cram
NA19725	AMR	MXL	m017	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239927/NA19725.final.cram
NA19726	AMR	MXL	m017	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239928/NA19726.final.cram
NA19728	AMR	MXL	m018	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239929/NA19728.final.cram
NA19729	AMR	MXL	m018	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239930/NA19729.final.cram
NA19731	AMR	MXL	m019	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239931/NA19731.final.cram
NA19732	AMR	MXL	m019	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239932/NA19732.final.cram
NA19734	AMR	MXL	2393	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240088/NA19734.final.cram
NA19735	AMR	MXL	2393	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240089/NA19735.final.cram
NA19740	AMR	MXL	2395	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240090/NA19740.final.cram
NA19741	AMR	MXL	2395	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240091/NA19741.final.cram
NA19746	AMR	MXL	m023	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239933/NA19746.final.cram
NA19747	AMR	MXL	m023	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239934/NA19747.final.cram
NA19749	AMR	MXL	m024	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239935/NA19749.final.cram
NA19750	AMR	MXL	m024	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239936/NA19750.final.cram
NA19752	AMR	MXL	2401	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240092/NA19752.final.cram
NA19755	AMR	MXL	m026	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239937/NA19755.final.cram
NA19756	AMR	MXL	m026	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239938/NA19756.final.cram
NA19758	AMR	MXL	m027	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239939/NA19758.final.cram
NA19759	AMR	MXL	m027	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239940/NA19759.final.cram
NA19761	AMR	MXL	m028	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239941/NA19761.final.cram
