donor	ancestry	population	family	gourraud_overlap	matched64	eligibility	cram
NA12287	EUR	CEU	1421	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239313/NA12287.final.cram
NA12340	EUR	CEU	1330	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239471/NA12340.final.cram
NA12341	EUR	CEU	1330	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239472/NA12341.final.cram
NA12342	EUR	CEU	1330	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239473/NA12342.final.cram
NA12347	EUR	CEU	13281	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239474/NA12347.final.cram
NA12348	EUR	CEU	13281	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239475/NA12348.final.cram
NA12383	EUR	CEU	1353	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239476/NA12383.final.cram
NA12399	EUR	CEU	1354	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239477/NA12399.final.cram
NA12400	EUR	CEU	1354	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239478/NA12400.final.cram
NA12413	EUR	CEU	1355	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239479/NA12413.final.cram
NA12414	EUR	CEU	1355	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239314/NA12414.final.cram
NA12489	EUR	CEU	1353	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239315/NA12489.final.cram
NA12546	EUR	CEU	1353	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243163/NA12546.final.cram
NA12716	EUR	CEU	1358	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239316/NA12716.final.cram
NA12717	EUR	CEU	1358	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239317/NA12717.final.cram
NA12718	EUR	CEU	1358	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239480/NA12718.final.cram
NA12748	EUR	CEU	1444	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239481/NA12748.final.cram
NA12749	EUR	CEU	1444	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239318/NA12749.final.cram
NA12750	EUR	CEU	1444	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239319/NA12750.final.cram
NA12751	EUR	CEU	1444	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239320/NA12751.final.cram
NA12760	EUR	CEU	1447	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239321/NA12760.final.cram
NA12761	EUR	CEU	1447	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239322/NA12761.final.cram
NA12762	EUR	CEU	1447	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239323/NA12762.final.cram
NA12763	EUR	CEU	1447	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239324/NA12763.final.cram
NA12775	EUR	CEU	1451	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239482/NA12775.final.cram
NA12776	EUR	CEU	1451	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239325/NA12776.final.cram
NA12777	EUR	CEU	1451	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239483/NA12777.final.cram
NA12778	EUR	CEU	1451	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239484/NA12778.final.cram
NA12812	EUR	CEU	1454	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239326/NA12812.final.cram
NA12813	EUR	CEU	1454	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239327/NA12813.final.cram
NA12814	EUR	CEU	1454	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239328/NA12814.final.cram
NA12815	EUR	CEU	1454	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239329/NA12815.final.cram
NA12827	EUR	CEU	1456	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239485/NA12827.final.cram
NA12828	EUR	CEU	1456	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239330/NA12828.final.cram
NA12829	EUR	CEU	1456	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239486/NA12829.final.cram
NA12830	EUR	CEU	1456	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243162/NA12830.final.cram
NA12842	EUR	CEU	1458	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239487/NA12842.final.cram
NA12843	EUR	CEU	1458	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239488/NA12843.final.cram
NA12872	EUR	CEU	1459	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239331/NA12872.final.cram
NA12873	EUR	CEU	1459	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239332/NA12873.final.cram
NA12874	EUR	CEU	1459	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239333/NA12874.final.cram
NA12878	EUR	CEU	1463	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239334/NA12878.final.cram
NA12889	EUR	CEU	1463	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239489/NA12889.final.cram
NA12890	EUR	CEU	1463	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239490/NA12890.final.cram
NA12891	EUR	CEU	1463	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989341/NA12891.final.cram
NA12892	EUR	CEU	1463	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989342/NA12892.final.cram
HG00171	EUR	FIN	HG00171	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240160/HG00171.final.cram
HG00173	EUR	FIN	HG00173	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240161/HG00173.final.cram
HG00174	EUR	FIN	HG00174	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240162/HG00174.final.cram
HG00176	EUR	FIN	HG00176	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240163/HG00176.final.cram
HG00177	EUR	FIN	HG00177	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240164/HG00177.final.cram
HG00178	EUR	FIN	HG00178	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240165/HG00178.final.cram
HG00179	EUR	FIN	HG00179	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240166/HG00179.final.cram
HG00180	EUR	FIN	HG00180	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240167/HG00180.final.cram
HG00181	EUR	FIN	HG00181	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240168/HG00181.final.cram
HG00182	EUR	FIN	HG00182	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240169/HG00182.final.cram
HG00183	EUR	FIN	HG00183	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240170/HG00183.final.cram
HG00185	EUR	FIN	HG00185	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240171/HG00185.final.cram
HG00186	EUR	FIN	HG00186	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240172/HG00186.final.cram
HG00187	EUR	FIN	HG00187	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240173/HG00187.final.cram
HG00188	EUR	FIN	HG00188	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240174/HG00188.final.cram
HG00189	EUR	FIN	HG00189	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240175/HG00189.final.cram
HG00190	EUR	FIN	HG00190	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240176/HG00190.final.cram
HG00266	EUR	FIN	HG00266	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240223/HG00266.final.cram
HG00267	EUR	FIN	HG00267	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240224/HG00267.final.cram
HG00268	EUR	FIN	HG00268	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240225/HG00268.final.cram
HG00269	EUR	FIN	HG00269	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240226/HG00269.final.cram
HG00271	EUR	FIN	HG00271	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240227/HG00271.final.cram
HG00273	EUR	FIN	HG00273	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240229/HG00273.final.cram
HG00274	EUR	FIN	HG00274	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241783/HG00274.final.cram
HG00275	EUR	FIN	HG00275	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241784/HG00275.final.cram
HG00276	EUR	FIN	HG00276	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241785/HG00276.final.cram
HG00277	EUR	FIN	HG00277	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241786/HG00277.final.cram
HG00278	EUR	FIN	HG00278	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241787/HG00278.final.cram
HG00281	EUR	FIN	HG00281	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241789/HG00281.final.cram
HG00282	EUR	FIN	HG00282	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241790/HG00282.final.cram
HG00284	EUR	FIN	HG00284	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241791/HG00284.final.cram
HG00285	EUR	FIN	HG00285	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241792/HG00285.final.cram
HG00288	EUR	FIN	HG00288	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243151/HG00288.final.cram
HG00304	EUR	FIN	HG00304	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243153/HG00304.final.cram
HG00306	EUR	FIN	HG00306	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240230/HG00306.final.cram
HG00308	EUR	FIN	HG00308	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240231/HG00308.final.cram
HG00309	EUR	FIN	HG00309	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240232/HG00309.final.cram
HG00310	EUR	FIN	HG00310	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241793/HG00310.final.cram
HG00311	EUR	FIN	HG00311	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240233/HG00311.final.cram
HG00313	EUR	FIN	HG00313	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240234/HG00313.final.cram
HG00315	EUR	FIN	HG00315	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240235/HG00315.final.cram
HG00318	EUR	FIN	HG00318	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240236/HG00318.final.cram
HG00319	EUR	FIN	HG00319	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240237/HG00319.final.cram
HG00324	EUR	FIN	HG00324	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241794/HG00324.final.cram
HG00325	EUR	FIN	HG00325	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241795/HG00325.final.cram
HG00326	EUR	FIN	HG00326	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241796/HG00326.final.cram
HG00327	EUR	FIN	HG00327	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240241/HG00327.final.cram
HG00328	EUR	FIN	HG00328	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240242/HG00328.final.cram
HG00330	EUR	FIN	HG00330	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241798/HG00330.final.cram
HG00331	EUR	FIN	HG00331	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241799/HG00331.final.cram
HG00332	EUR	FIN	HG00332	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241800/HG00332.final.cram
HG00334	EUR	FIN	HG00334	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241801/HG00334.final.cram
HG00335	EUR	FIN	HG00335	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240243/HG00335.final.cram
HG00336	EUR	FIN	HG00336	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240244/HG00336.final.cram
HG00337	EUR	FIN	HG00337	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240245/HG00337.final.cram
HG00338	EUR	FIN	HG00338	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240246/HG00338.final.cram
HG00339	EUR	FIN	HG00339	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240247/HG00339.final.cram
HG00341	EUR	FIN	HG00341	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241802/HG00341.final.cram
HG00342	EUR	FIN	HG00342	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240248/HG00342.final.cram
HG00343	EUR	FIN	HG00343	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240249/HG00343.final.cram
HG00345	EUR	FIN	HG00345	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240251/HG00345.final.cram
HG00346	EUR	FIN	HG00346	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240252/HG00346.final.cram
HG00349	EUR	FIN	HG00349	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240253/HG00349.final.cram
HG00351	EUR	FIN	HG00351	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240255/HG00351.final.cram
HG00353	EUR	FIN	HG00353	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240256/HG00353.final.cram
HG00355	EUR	FIN	HG00355	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240257/HG00355.final.cram
HG00356	EUR	FIN	HG00356	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240258/HG00356.final.cram
HG00357	EUR	FIN	HG00357	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240259/HG00357.final.cram
HG00358	EUR	FIN	HG00358	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240260/HG00358.final.cram
HG00360	EUR	FIN	HG00360	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240261/HG00360.final.cram
HG00361	EUR	FIN	HG00361	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240262/HG00361.final.cram
HG00362	EUR	FIN	HG00362	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240263/HG00362.final.cram
HG00364	EUR	FIN	HG00364	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240264/HG00364.final.cram
HG00365	EUR	FIN	HG00365	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240265/HG00365.final.cram
HG00366	EUR	FIN	HG00366	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240266/HG00366.final.cram
HG00367	EUR	FIN	HG00367	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240267/HG00367.final.cram
HG00368	EUR	FIN	HG00368	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240268/HG00368.final.cram
HG00369	EUR	FIN	HG00369	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240269/HG00369.final.cram
HG00371	EUR	FIN	HG00371	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240270/HG00371.final.cram
HG00372	EUR	FIN	HG00372	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240271/HG00372.final.cram
HG00373	EUR	FIN	HG00373	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240272/HG00373.final.cram
HG00375	EUR	FIN	HG00375	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240273/HG00375.final.cram
HG00376	EUR	FIN	HG00376	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240274/HG00376.final.cram
HG00378	EUR	FIN	HG00378	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241659/HG00378.final.cram
HG00379	EUR	FIN	HG00379	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241660/HG00379.final.cram
HG00380	EUR	FIN	HG00380	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241661/HG00380.final.cram
HG00381	EUR	FIN	HG00381	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241662/HG00381.final.cram
HG00382	EUR	FIN	HG00382	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241663/HG00382.final.cram
HG00383	EUR	FIN	HG00383	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241803/HG00383.final.cram
HG00384	EUR	FIN	HG00384	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241664/HG00384.final.cram
HG00096	EUR	GBR	HG00096	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240114/HG00096.final.cram
HG00100	EUR	GBR	HG00100	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240117/HG00100.final.cram
HG00101	EUR	GBR	HG00101	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240118/HG00101.final.cram
HG00102	EUR	GBR	HG00102	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240119/HG00102.final.cram
HG00103	EUR	GBR	HG00103	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240120/HG00103.final.cram
HG00105	EUR	GBR	HG00105	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240121/HG00105.final.cram
HG00106	EUR	GBR	HG00106	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240122/HG00106.final.cram
HG00107	EUR	GBR	HG00107	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240123/HG00107.final.cram
HG00108	EUR	GBR	HG00108	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240124/HG00108.final.cram
HG00109	EUR	GBR	HG00109	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240125/HG00109.final.cram
HG00110	EUR	GBR	HG00110	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240126/HG00110.final.cram
HG00111	EUR	GBR	HG00111	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240127/HG00111.final.cram
HG00112	EUR	GBR	HG00112	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240128/HG00112.final.cram
HG00113	EUR	GBR	HG00113	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240129/HG00113.final.cram
HG00114	EUR	GBR	HG00114	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240130/HG00114.final.cram
HG00115	EUR	GBR	HG00115	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240131/HG00115.final.cram
HG00116	EUR	GBR	HG00116	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240132/HG00116.final.cram
HG00117	EUR	GBR	HG00117	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240133/HG00117.final.cram
HG00118	EUR	GBR	HG00118	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240193/HG00118.final.cram
HG00119	EUR	GBR	HG00119	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240194/HG00119.final.cram
