cohort	donor	family	stratum	method	gene	fields	state	eligible	called	correct	allele_matches
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	B	4	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	C	2	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	C	4	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DPA1	2	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DPA1	4	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DPB1	2	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DPB1	4	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DQA1	2	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DQA1	4	complete	1	1	0	1
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DQB1	2	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DQB1	4	complete	0	0	0	0
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DRB1	2	complete	1	1	1	2
exposed_validation	HG01978	PEL26	AMR	anchored_hprc_asian	DRB1	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	T1K	A	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	A	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	B	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	B	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	T1K	C	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	C	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DPA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DPA1	4	complete	1	1	0	1
exposed_validation	HG01981	PEL27	AMR	T1K	DPB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DPB1	4	complete	1	1	0	1
exposed_validation	HG01981	PEL27	AMR	T1K	DQA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DQA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DQB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DQB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DRB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	T1K	DRB1	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	A	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	A	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	B	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	B	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	C	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	C	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DPA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DPA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DPB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DPB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DQA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DQA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DQB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DQB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DRB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_ipd_genome	DRB1	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	A	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	A	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	B	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	B	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	C	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	C	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DPA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DPA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DPB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DPB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DQA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DQA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DQB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DQB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DRB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc	DRB1	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	A	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	A	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	B	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	B	4	complete	0	0	0	0
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	C	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	C	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DPA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DPA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DPB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DPB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DQA1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DQA1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DQB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DQB1	4	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DRB1	2	complete	1	1	1	2
exposed_validation	HG01981	PEL27	AMR	anchored_hprc_asian	DRB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	T1K	A	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	A	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	B	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	B	4	complete	1	1	0	1
exposed_validation	HG01993	PEL29	AMR	T1K	C	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	C	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	T1K	DPA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	DPA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	T1K	DPB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	DPB1	4	complete	1	1	0	0
exposed_validation	HG01993	PEL29	AMR	T1K	DQA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	DQA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	T1K	DQB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	T1K	DQB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	T1K	DRB1	2	complete	1	1	0	1
exposed_validation	HG01993	PEL29	AMR	T1K	DRB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	A	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	A	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	B	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	B	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	C	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	C	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DPA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DPA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DPB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DPB1	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DQA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DQA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DQB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DQB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DRB1	2	complete	1	1	0	1
exposed_validation	HG01993	PEL29	AMR	anchored_ipd_genome	DRB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	A	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	A	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	B	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	B	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	C	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	C	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DPA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DPA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DPB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DPB1	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DQA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DQA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DQB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DQB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DRB1	2	complete	1	1	0	1
exposed_validation	HG01993	PEL29	AMR	anchored_hprc	DRB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	A	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	A	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	B	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	B	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	C	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	C	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DPA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DPA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DPB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DPB1	4	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DQA1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DQA1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DQB1	2	complete	1	1	1	2
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DQB1	4	complete	0	0	0	0
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DRB1	2	complete	1	1	0	1
exposed_validation	HG01993	PEL29	AMR	anchored_hprc_asian	DRB1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	T1K	A	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	A	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	B	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	B	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	C	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	C	4	complete	1	1	0	0
exposed_validation	HG02004	PEL33	AMR	T1K	DPA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DPA1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	T1K	DPB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DPB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DQA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DQA1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DQB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DQB1	4	complete	1	1	0	1
exposed_validation	HG02004	PEL33	AMR	T1K	DRB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	T1K	DRB1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	A	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	A	4	complete	1	1	0	1
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	B	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	B	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	C	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	C	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DPA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DPA1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DPB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DPB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DQA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DQA1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DQB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DQB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DRB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_ipd_genome	DRB1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	A	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	A	4	complete	1	1	0	1
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	B	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	B	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	C	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	C	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DPA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DPA1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DPB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DPB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DQA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DQA1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DQB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DQB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DRB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc	DRB1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	A	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	A	4	complete	1	1	0	1
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	B	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	B	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	C	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	C	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DPA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DPA1	4	complete	0	0	0	0
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DPB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DPB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DQA1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DQA1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DQB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DQB1	4	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DRB1	2	complete	1	1	1	2
exposed_validation	HG02004	PEL33	AMR	anchored_hprc_asian	DRB1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	T1K	A	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	A	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	B	2	complete	1	1	0	1
exposed_validation	HG02015	VN046	EAS	T1K	B	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	T1K	C	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	C	4	complete	1	1	0	1
exposed_validation	HG02015	VN046	EAS	T1K	DPA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	DPA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	T1K	DPB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	DPB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	DQA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	DQA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	T1K	DQB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	DQB1	4	complete	1	1	0	1
exposed_validation	HG02015	VN046	EAS	T1K	DRB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	T1K	DRB1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	A	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	A	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	B	2	complete	1	1	0	1
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	B	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	C	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	C	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DPA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DPA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DPB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DPB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DQA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DQA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DQB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DQB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DRB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_ipd_genome	DRB1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc	A	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	A	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	B	2	complete	1	1	0	1
exposed_validation	HG02015	VN046	EAS	anchored_hprc	B	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc	C	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	C	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DPA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DPA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DPB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DPB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DQA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DQA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DQB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DQB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DRB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc	DRB1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	A	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	A	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	B	2	complete	1	1	0	1
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	B	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	C	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	C	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DPA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DPA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DPB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DPB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DQA1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DQA1	4	complete	0	0	0	0
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DQB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DQB1	4	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DRB1	2	complete	1	1	1	2
exposed_validation	HG02015	VN046	EAS	anchored_hprc_asian	DRB1	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	T1K	A	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	A	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	B	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	B	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	C	2	complete	1	1	0	1
exposed_validation	HG02040	VN054	EAS	T1K	C	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	T1K	DPA1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	DPA1	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	T1K	DPB1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	DPB1	4	complete	1	1	0	1
exposed_validation	HG02040	VN054	EAS	T1K	DQA1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	DQA1	4	complete	1	1	0	1
exposed_validation	HG02040	VN054	EAS	T1K	DQB1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	DQB1	4	complete	1	1	0	1
exposed_validation	HG02040	VN054	EAS	T1K	DRB1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	T1K	DRB1	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	A	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	A	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	B	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	B	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	C	2	complete	1	1	0	1
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	C	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DPA1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DPA1	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DPB1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DPB1	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DQA1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DQA1	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DQB1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DQB1	4	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DRB1	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_ipd_genome	DRB1	4	complete	0	0	0	0
exposed_validation	HG02040	VN054	EAS	anchored_hprc	A	2	complete	1	1	1	2
exposed_validation	HG02040	VN054	EAS	anchored_hprc	A	4	complete	1	1	1	2
